"","chain","amount_staked_nodes","amount_staked_apps","aligned_height","date","all_relays"
"178","0022",19081,72,54208,"2022-03-21 04:01:59.536",16736
"179","0023",23314,83,54208,"2022-03-21 04:01:59.536",32146
"180","0025",24642,159,54208,"2022-03-21 04:01:59.536",4918
"181","0026",29332,106,54208,"2022-03-21 04:01:59.536",60193
"182","0027",36700,234,54208,"2022-03-21 04:01:59.536",328435
"183","0028",19990,64,54208,"2022-03-21 04:01:59.536",40784
"184","0040",37169,223,54208,"2022-03-21 04:01:59.536",7223105
"185","0044",12952,11,54208,"2022-03-21 04:01:59.536",14631
"186","0047",1617,4,54208,"2022-03-21 04:01:59.536",67875
"187","0001",30725,127,54212,"2022-03-21 05:01:10.000",20784
"188","0003",32551,104,54212,"2022-03-21 05:01:10.000",86118
"189","0004",4025,149,54212,"2022-03-21 05:01:10.000",21068
"190","0005",35247,69,54212,"2022-03-21 05:01:10.000",1039883
"191","0009",32981,168,54212,"2022-03-21 05:01:10.000",7557315
"192","000A",5503,4,54212,"2022-03-21 05:01:10.000",30640
"193","0021",37362,673,54212,"2022-03-21 05:01:10.000",1443079
"194","0022",19081,72,54212,"2022-03-21 05:01:10.000",22456
"195","0023",23314,83,54212,"2022-03-21 05:01:10.000",975
"196","0024",19302,72,54212,"2022-03-21 05:01:10.000",42047
"197","0025",24642,159,54212,"2022-03-21 05:01:10.000",3713
"198","0026",29332,106,54212,"2022-03-21 05:01:10.000",65599
"199","0027",36700,234,54212,"2022-03-21 05:01:10.000",318634
"200","0028",19990,64,54212,"2022-03-21 05:01:10.000",36498
"201","0040",37169,223,54212,"2022-03-21 05:01:10.000",6429732
"202","0044",12952,11,54212,"2022-03-21 05:01:10.000",12653
"203","0047",1617,4,54212,"2022-03-21 05:01:10.000",130871
"204","0001",30728,127,54216,"2022-03-21 06:01:10.839",22390
"205","0003",32553,104,54216,"2022-03-21 06:01:10.839",107347
"206","0004",4025,149,54216,"2022-03-21 06:01:10.839",19183
"207","0005",35250,69,54216,"2022-03-21 06:01:10.839",1165936
"208","0009",32984,168,54216,"2022-03-21 06:01:10.839",8050770
"209","0021",37365,673,54216,"2022-03-21 06:01:10.839",1448645
"210","0022",19083,72,54216,"2022-03-21 06:01:10.839",17028
"211","0023",23316,83,54216,"2022-03-21 06:01:10.839",864
"212","0025",24645,159,54216,"2022-03-21 06:01:10.839",4904
"213","0026",29334,106,54216,"2022-03-21 06:01:10.839",67483
"214","0027",36703,234,54216,"2022-03-21 06:01:10.839",302937
"215","0028",19993,64,54216,"2022-03-21 06:01:10.839",71318
"216","0040",37172,223,54216,"2022-03-21 06:01:10.839",6368055
"217","0044",12955,11,54216,"2022-03-21 06:01:10.839",23320
"218","0047",1617,4,54216,"2022-03-21 06:01:10.839",153717
"219","0001",30728,127,54220,"2022-03-21 07:02:23.497",20972
"220","0003",32553,104,54220,"2022-03-21 07:02:23.497",58590
"221","0004",4025,149,54220,"2022-03-21 07:02:23.497",63521
"222","0005",35250,69,54220,"2022-03-21 07:02:23.497",1139633
"223","0006",4980,55,54220,"2022-03-21 07:02:23.497",32548
"224","0009",32984,168,54220,"2022-03-21 07:02:23.497",8664872
"225","0021",37365,673,54220,"2022-03-21 07:02:23.497",1361119
"226","0022",19083,72,54220,"2022-03-21 07:02:23.497",17642
"227","0023",23316,83,54220,"2022-03-21 07:02:23.497",1051
"228","0025",24645,159,54220,"2022-03-21 07:02:23.497",5418
"229","0026",29334,106,54220,"2022-03-21 07:02:23.497",60067
"230","0027",36703,234,54220,"2022-03-21 07:02:23.497",324177
"231","0028",19993,64,54220,"2022-03-21 07:02:23.497",34725
"232","0040",37172,223,54220,"2022-03-21 07:02:23.497",6664118
"233","0044",12955,11,54220,"2022-03-21 07:02:23.497",40758
"234","0047",1617,4,54220,"2022-03-21 07:02:23.497",57885
"235","0001",30728,127,54224,"2022-03-21 08:01:34.532",25043
"236","0003",32556,104,54224,"2022-03-21 08:01:34.532",110745
"237","0004",4025,149,54224,"2022-03-21 08:01:34.532",32817
"238","0005",35253,69,54224,"2022-03-21 08:01:34.532",942717
"239","0009",32984,168,54224,"2022-03-21 08:01:34.532",8215223
"240","000B",1616,14,54224,"2022-03-21 08:01:34.532",34979
"241","0021",37365,673,54224,"2022-03-21 08:01:34.532",1553778
"242","0022",19083,72,54224,"2022-03-21 08:01:34.532",19461
"243","0023",23316,83,54224,"2022-03-21 08:01:34.532",1073
"244","0025",24645,159,54224,"2022-03-21 08:01:34.532",4895
"245","0026",29334,106,54224,"2022-03-21 08:01:34.532",58642
"246","0027",36703,234,54224,"2022-03-21 08:01:34.532",341480
"247","0028",19993,64,54224,"2022-03-21 08:01:34.532",29558
"248","0040",37172,223,54224,"2022-03-21 08:01:34.532",6078527
"249","0044",12955,11,54224,"2022-03-21 08:01:34.532",63065
"250","0047",1617,4,54224,"2022-03-21 08:01:34.532",80681
"251","0001",30728,127,54228,"2022-03-21 09:04:03.497",19818
"252","0003",32556,104,54228,"2022-03-21 09:04:03.497",72622
"253","0004",4025,149,54228,"2022-03-21 09:04:03.497",74434
"254","0005",35253,69,54228,"2022-03-21 09:04:03.497",1003809
"255","0009",32987,168,54228,"2022-03-21 09:04:03.497",8702372
"256","0021",37365,673,54228,"2022-03-21 09:04:03.497",1360092
"257","0022",19083,72,54228,"2022-03-21 09:04:03.497",21977
"258","0023",23316,83,54228,"2022-03-21 09:04:03.497",43268
"259","0025",24645,159,54228,"2022-03-21 09:04:03.497",5340
"260","0026",29334,106,54228,"2022-03-21 09:04:03.497",54673
"261","0027",36703,234,54228,"2022-03-21 09:04:03.497",319261
"262","0028",19993,64,54228,"2022-03-21 09:04:03.497",36177
"263","0040",37172,223,54228,"2022-03-21 09:04:03.497",5659729
"264","0044",12955,11,54228,"2022-03-21 09:04:03.497",53338
"265","0047",1617,4,54228,"2022-03-21 09:04:03.497",80488
"266","0001",30728,127,54232,"2022-03-21 10:09:27.448",22012
"267","0003",32556,104,54232,"2022-03-21 10:09:27.448",67275
"268","0004",4028,149,54232,"2022-03-21 10:09:27.448",43058
"269","0005",35256,69,54232,"2022-03-21 10:09:27.448",1006004
"270","0006",4980,55,54232,"2022-03-21 10:09:27.448",39036
"271","0009",32990,168,54232,"2022-03-21 10:09:27.448",7876074
"272","000B",1616,14,54232,"2022-03-21 10:09:27.448",34486
"273","0021",37368,673,54232,"2022-03-21 10:09:27.448",1579955
"274","0022",19083,72,54232,"2022-03-21 10:09:27.448",13712
"275","0023",23316,83,54232,"2022-03-21 10:09:27.448",856
"276","0025",24645,159,54232,"2022-03-21 10:09:27.448",4925
"277","0026",29334,106,54232,"2022-03-21 10:09:27.448",57925
"278","0027",36706,234,54232,"2022-03-21 10:09:27.448",302570
"279","0028",19993,64,54232,"2022-03-21 10:09:27.448",33884
"280","0040",37175,223,54232,"2022-03-21 10:09:27.448",5926971
"281","0044",12955,11,54232,"2022-03-21 10:09:27.448",18142
"282","0047",1617,4,54232,"2022-03-21 10:09:27.448",137367
"283","0001",30729,127,54236,"2022-03-21 11:08:56.728",26523
"284","0003",32557,104,54236,"2022-03-21 11:08:56.728",74409
"285","0004",4028,149,54236,"2022-03-21 11:08:56.728",86516
"286","0005",35256,69,54236,"2022-03-21 11:08:56.728",960206
"287","0009",32990,168,54236,"2022-03-21 11:08:56.728",8876228
"288","000B",1616,14,54236,"2022-03-21 11:08:56.728",42761
"289","0021",37369,673,54236,"2022-03-21 11:08:56.728",1714654
"290","0022",19083,72,54236,"2022-03-21 11:08:56.728",17307
"291","0023",23316,83,54236,"2022-03-21 11:08:56.728",1586
"292","0025",24645,159,54236,"2022-03-21 11:08:56.728",6855
"293","0026",29334,106,54236,"2022-03-21 11:08:56.728",63838
"294","0027",36707,234,54236,"2022-03-21 11:08:56.728",322716
"295","0028",19993,64,54236,"2022-03-21 11:08:56.728",40022
"296","0040",37175,223,54236,"2022-03-21 11:08:56.728",8382885
"297","0044",12955,11,54236,"2022-03-21 11:08:56.728",17794
"298","0047",1743,4,54236,"2022-03-21 11:08:56.728",79959
"299","0001",30729,127,54240,"2022-03-21 12:11:36.396",24321
"300","0003",32557,104,54240,"2022-03-21 12:11:36.396",76576
"301","0004",4028,149,54240,"2022-03-21 12:11:36.396",76031
"302","0005",35256,69,54240,"2022-03-21 12:11:36.396",1287591
"303","0009",32990,168,54240,"2022-03-21 12:11:36.396",8176160
"304","0021",37369,673,54240,"2022-03-21 12:11:36.396",1741970
"305","0022",19083,72,54240,"2022-03-21 12:11:36.396",11188
"306","0023",23316,83,54240,"2022-03-21 12:11:36.396",1416
"307","0025",24645,159,54240,"2022-03-21 12:11:36.396",5863
"308","0026",29334,106,54240,"2022-03-21 12:11:36.396",61994
"309","0027",36707,234,54240,"2022-03-21 12:11:36.396",358499
"310","0028",19993,64,54240,"2022-03-21 12:11:36.396",45022
"311","0040",37175,223,54240,"2022-03-21 12:11:36.396",8746513
"312","0044",12955,11,54240,"2022-03-21 12:11:36.396",9379
"313","0047",1743,4,54240,"2022-03-21 12:11:36.396",49247
"314","0001",30730,127,54244,"2022-03-21 13:10:37.244",22035
"315","0003",32557,104,54244,"2022-03-21 13:10:37.244",92050
"316","0004",4028,149,54244,"2022-03-21 13:10:37.244",51999
"317","0005",35257,69,54244,"2022-03-21 13:10:37.244",930673
"318","0006",4980,55,54244,"2022-03-21 13:10:37.244",45102
"319","0009",32998,168,54244,"2022-03-21 13:10:37.244",9042410
"320","000A",5503,4,54244,"2022-03-21 13:10:37.244",33908
"321","0021",37370,673,54244,"2022-03-21 13:10:37.244",1473141
"322","0022",19083,72,54244,"2022-03-21 13:10:37.244",21634
"323","0023",23316,83,54244,"2022-03-21 13:10:37.244",1038
"324","0025",24646,159,54244,"2022-03-21 13:10:37.244",5050
"325","0026",29334,106,54244,"2022-03-21 13:10:37.244",60818
"326","0027",36708,234,54244,"2022-03-21 13:10:37.244",318478
"327","0028",19993,64,54244,"2022-03-21 13:10:37.244",36866
"328","0040",37177,223,54244,"2022-03-21 13:10:37.244",7341882
"329","0044",12955,11,54244,"2022-03-21 13:10:37.244",8544
"330","0047",1743,4,54244,"2022-03-21 13:10:37.244",88400
"331","0001",30734,127,54248,"2022-03-21 14:09:43.333",23364
"332","0003",32561,104,54248,"2022-03-21 14:09:43.333",68755
"333","0004",4032,149,54248,"2022-03-21 14:09:43.333",31941
"334","0005",35257,69,54248,"2022-03-21 14:09:43.333",1326020
"335","0009",33003,168,54248,"2022-03-21 14:09:43.333",7666014
"336","000A",5503,4,54248,"2022-03-21 14:09:43.333",39713
"337","0021",37374,673,54248,"2022-03-21 14:09:43.333",1549874
"338","0022",19083,72,54248,"2022-03-21 14:09:43.333",32595
"339","0023",23320,83,54248,"2022-03-21 14:09:43.333",37510
"340","0025",24650,159,54248,"2022-03-21 14:09:43.333",5324
"341","0026",29338,106,54248,"2022-03-21 14:09:43.333",57977
"342","0027",36712,234,54248,"2022-03-21 14:09:43.333",317042
"343","0028",19993,64,54248,"2022-03-21 14:09:43.333",33729
"344","0040",37181,223,54248,"2022-03-21 14:09:43.333",7696877
"345","0044",12955,11,54248,"2022-03-21 14:09:43.333",11108
"346","0047",1743,4,54248,"2022-03-21 14:09:43.333",131054
"347","0001",30735,127,54252,"2022-03-21 15:11:46.680",21106
"348","0003",32563,104,54252,"2022-03-21 15:11:46.680",70466
"349","0004",4033,149,54252,"2022-03-21 15:11:46.680",36266
"350","0005",35258,69,54252,"2022-03-21 15:11:46.680",1362034
"351","0006",4985,55,54252,"2022-03-21 15:11:46.680",36655
"352","0009",33024,168,54252,"2022-03-21 15:11:46.680",8687189
"353","000B",1616,14,54252,"2022-03-21 15:11:46.680",33347
"354","0021",37376,673,54252,"2022-03-21 15:11:46.680",1547285
"355","0022",19083,72,54252,"2022-03-21 15:11:46.680",14076
"356","0023",23322,83,54252,"2022-03-21 15:11:46.680",1526
"357","0025",24652,159,54252,"2022-03-21 15:11:46.680",7167
"358","0026",29340,106,54252,"2022-03-21 15:11:46.680",55893
"359","0027",36714,234,54252,"2022-03-21 15:11:46.680",305125
"360","0028",19993,64,54252,"2022-03-21 15:11:46.680",28629
"361","0040",37186,223,54252,"2022-03-21 15:11:46.680",7878939
"362","0044",12956,11,54252,"2022-03-21 15:11:46.680",17094
"363","0047",1743,4,54252,"2022-03-21 15:11:46.680",140976
"364","0001",30738,127,54256,"2022-03-21 16:26:26.034",26057
"365","0003",32567,104,54256,"2022-03-21 16:26:26.034",79321
"366","0004",4033,149,54256,"2022-03-21 16:26:26.034",60599
"367","0005",35261,69,54256,"2022-03-21 16:26:26.034",1309838
"368","0009",33266,193,54256,"2022-03-21 16:26:26.034",8688243
"369","000B",1616,14,54256,"2022-03-21 16:26:26.034",44361
"370","0021",37379,673,54256,"2022-03-21 16:26:26.034",2561847
"371","0022",19083,72,54256,"2022-03-21 16:26:26.034",24483
"372","0023",23325,83,54256,"2022-03-21 16:26:26.034",1215
"373","0025",24655,159,54256,"2022-03-21 16:26:26.034",6487
"374","0026",29343,106,54256,"2022-03-21 16:26:26.034",60131
"375","0027",36717,234,54256,"2022-03-21 16:26:26.034",313069
"376","0028",19993,64,54256,"2022-03-21 16:26:26.034",29530
"377","0040",37190,223,54256,"2022-03-21 16:26:26.034",7765966
"378","0044",12959,11,54256,"2022-03-21 16:26:26.034",19111
"379","0047",1743,4,54256,"2022-03-21 16:26:26.034",185656
"380","0001",30758,127,54260,"2022-03-21 17:24:38.818",27547
"381","0003",32587,104,54260,"2022-03-21 17:24:38.818",126318
"382","0004",4035,149,54260,"2022-03-21 17:24:38.818",31445
"383","0005",35269,69,54260,"2022-03-21 17:24:38.818",1391196
"384","0006",4987,55,54260,"2022-03-21 17:24:38.818",42423
"385","0009",33281,193,54260,"2022-03-21 17:24:38.818",8637557
"386","0021",37399,673,54260,"2022-03-21 17:24:38.818",4877808
"387","0022",19083,72,54260,"2022-03-21 17:24:38.818",14020
"388","0023",23335,83,54260,"2022-03-21 17:24:38.818",38392
"389","0025",24665,159,54260,"2022-03-21 17:24:38.818",6758
"390","0026",29353,106,54260,"2022-03-21 17:24:38.818",63544
"391","0027",36737,234,54260,"2022-03-21 17:24:38.818",356124
"392","0028",19993,64,54260,"2022-03-21 17:24:38.818",47398
"393","0040",37210,223,54260,"2022-03-21 17:24:38.818",8763501
"394","0044",12967,11,54260,"2022-03-21 17:24:38.818",19038
"395","0047",1743,4,54260,"2022-03-21 17:24:38.818",245733
"396","0001",30774,127,54264,"2022-03-21 18:23:49.004",24796
"397","0003",32603,104,54264,"2022-03-21 18:23:49.004",168923
"398","0004",4044,149,54264,"2022-03-21 18:23:49.004",77803
"399","0005",35285,69,54264,"2022-03-21 18:23:49.004",1392103
"400","0006",5017,55,54264,"2022-03-21 18:23:49.004",45487
"401","0009",33320,193,54264,"2022-03-21 18:23:49.004",6289263
"402","0021",37415,673,54264,"2022-03-21 18:23:49.004",5988155
"403","0022",19092,72,54264,"2022-03-21 18:23:49.004",18804
"404","0023",23342,83,54264,"2022-03-21 18:23:49.004",1534
"405","0025",24672,159,54264,"2022-03-21 18:23:49.004",5894
"406","0026",29369,106,54264,"2022-03-21 18:23:49.004",59627
"407","0027",36753,234,54264,"2022-03-21 18:23:49.004",367708
"408","0028",20002,64,54264,"2022-03-21 18:23:49.004",38530
"409","0040",37226,223,54264,"2022-03-21 18:23:49.004",8808148
"410","0044",12994,11,54264,"2022-03-21 18:23:49.004",22460
"411","0047",1752,4,54264,"2022-03-21 18:23:49.004",273210
"412","0001",30790,127,54268,"2022-03-21 19:23:15.329",23118
"413","0003",32619,104,54268,"2022-03-21 19:23:15.329",135765
"414","0004",4044,149,54268,"2022-03-21 19:23:15.329",60866
"415","0005",35300,69,54268,"2022-03-21 19:23:15.329",1337792
"416","0006",5017,55,54268,"2022-03-21 19:23:15.329",298
"417","0009",33335,193,54268,"2022-03-21 19:23:15.329",7559506
"418","0021",37431,673,54268,"2022-03-21 19:23:15.329",5242237
"419","0022",19092,72,54268,"2022-03-21 19:23:15.329",14983
