"","chain","amount_staked_nodes","amount_staked_apps","aligned_height","date","all_relays"
"127","0022",23525,72,55960,"2022-04-08 22:17:38.968",341029
"128","0023",24203,83,55960,"2022-04-08 22:17:38.968",8161
"129","0024",19350,72,55960,"2022-04-08 22:17:38.968",861
"130","0025",28708,159,55960,"2022-04-08 22:17:38.968",20667
"131","0026",35044,106,55960,"2022-04-08 22:17:38.968",37357
"132","0027",41220,234,55960,"2022-04-08 22:17:38.968",228201
"133","0028",24171,64,55960,"2022-04-08 22:17:38.968",53759
"134","0040",41906,223,55960,"2022-04-08 22:17:38.968",9744990
"135","0044",16575,11,55960,"2022-04-08 22:17:38.968",100552
"136","0047",7499,4,55960,"2022-04-08 22:17:38.968",6016
"137","0048",4322,3,55960,"2022-04-08 22:17:38.968",81082
"138","03DF",19362,11,55960,"2022-04-08 22:17:38.968",608832
"139","0001",31231,127,55964,"2022-04-08 23:19:26.665",46828
"140","0003",37222,103,55964,"2022-04-08 23:19:26.665",98627
"141","0004",9454,149,55964,"2022-04-08 23:19:26.665",21607
"142","0005",41345,69,55964,"2022-04-08 23:19:26.665",1337652
"143","0006",6045,55,55964,"2022-04-08 23:19:26.665",22657
"144","0009",39935,193,55964,"2022-04-08 23:19:26.665",10440074
"145","000A",5506,4,55964,"2022-04-08 23:19:26.665",1805
"146","000B",2086,14,55964,"2022-04-08 23:19:26.665",8915
"147","000C",5108,14,55964,"2022-04-08 23:19:26.665",101285
"148","0010",3275,14,55964,"2022-04-08 23:19:26.665",1477
"149","0021",42105,673,55964,"2022-04-08 23:19:26.665",1286142
"150","0022",23535,72,55964,"2022-04-08 23:19:26.665",210850
"151","0023",23699,83,55964,"2022-04-08 23:19:26.665",6255
"152","0024",19350,72,55964,"2022-04-08 23:19:26.665",731
"153","0025",28708,159,55964,"2022-04-08 23:19:26.665",19899
"154","0026",35044,106,55964,"2022-04-08 23:19:26.665",38478
"155","0027",41220,234,55964,"2022-04-08 23:19:26.665",272865
"156","0028",24181,64,55964,"2022-04-08 23:19:26.665",69702
"157","0040",41906,223,55964,"2022-04-08 23:19:26.665",10969680
"158","0044",16575,11,55964,"2022-04-08 23:19:26.665",71746
"159","0047",7499,4,55964,"2022-04-08 23:19:26.665",5874
"160","0048",4322,3,55964,"2022-04-08 23:19:26.665",88162
"161","03DF",19867,11,55964,"2022-04-08 23:19:26.665",732973
"162","0001",31232,127,55968,"2022-04-09 00:24:01.192",31385
"163","0003",37223,103,55968,"2022-04-09 00:24:01.192",101031
"164","0004",9827,149,55968,"2022-04-09 00:24:01.192",18443
"165","0005",41346,69,55968,"2022-04-09 00:24:01.192",1182385
"166","0006",6045,55,55968,"2022-04-09 00:24:01.192",52823
"167","0009",39937,193,55968,"2022-04-09 00:24:01.192",9944542
"168","000A",5506,4,55968,"2022-04-09 00:24:01.192",1825
"169","000B",2086,14,55968,"2022-04-09 00:24:01.192",12235
"170","000C",5108,14,55968,"2022-04-09 00:24:01.192",85091
"171","0010",3275,14,55968,"2022-04-09 00:24:01.192",1905
"172","0021",42106,673,55968,"2022-04-09 00:24:01.192",1206393
"173","0022",23535,72,55968,"2022-04-09 00:24:01.192",230824
"174","0023",23327,83,55968,"2022-04-09 00:24:01.192",4423
"175","0024",19351,72,55968,"2022-04-09 00:24:01.192",1112
"176","0025",28709,159,55968,"2022-04-09 00:24:01.192",17610
"177","0026",35045,106,55968,"2022-04-09 00:24:01.192",38235
"178","0027",41221,234,55968,"2022-04-09 00:24:01.192",211667
"179","0028",24181,64,55968,"2022-04-09 00:24:01.192",55895
"180","0040",41907,223,55968,"2022-04-09 00:24:01.192",8711962
"181","0044",16576,11,55968,"2022-04-09 00:24:01.192",94258
"182","0047",7499,4,55968,"2022-04-09 00:24:01.192",8347
"183","0048",4322,3,55968,"2022-04-09 00:24:01.192",84733
"184","03DF",20237,11,55968,"2022-04-09 00:24:01.192",583854
"185","0001",31234,127,55972,"2022-04-09 01:23:06.718",26466
"186","0003",37223,103,55972,"2022-04-09 01:23:06.718",119878
"187","0004",9827,149,55972,"2022-04-09 01:23:06.718",22665
"188","0005",41348,69,55972,"2022-04-09 01:23:06.718",1279349
"189","0006",6045,55,55972,"2022-04-09 01:23:06.718",49805
"190","0009",39938,193,55972,"2022-04-09 01:23:06.718",10292842
"191","000A",5506,4,55972,"2022-04-09 01:23:06.718",1663
"192","000B",2086,14,55972,"2022-04-09 01:23:06.718",9407
"193","000C",5108,14,55972,"2022-04-09 01:23:06.718",139203
"194","0010",3275,14,55972,"2022-04-09 01:23:06.718",2316
"195","0021",42106,673,55972,"2022-04-09 01:23:06.718",1209462
"196","0022",23535,72,55972,"2022-04-09 01:23:06.718",332998
"197","0023",23327,83,55972,"2022-04-09 01:23:06.718",6210
"198","0024",19351,72,55972,"2022-04-09 01:23:06.718",938
"199","0025",28709,159,55972,"2022-04-09 01:23:06.718",18336
"200","0026",35045,106,55972,"2022-04-09 01:23:06.718",41001
"201","0027",41219,234,55972,"2022-04-09 01:23:06.718",206511
"202","0028",24181,64,55972,"2022-04-09 01:23:06.718",69071
"203","0040",41907,223,55972,"2022-04-09 01:23:06.718",8776827
"204","0044",16576,11,55972,"2022-04-09 01:23:06.718",79347
"205","0047",7499,4,55972,"2022-04-09 01:23:06.718",5110
"206","0048",4322,3,55972,"2022-04-09 01:23:06.718",72883
"207","03DF",20239,11,55972,"2022-04-09 01:23:06.718",673458
"208","0001",31236,127,55976,"2022-04-09 02:23:35.198",30796
"209","0003",37224,103,55976,"2022-04-09 02:23:35.198",97595
"210","0004",9827,149,55976,"2022-04-09 02:23:35.198",19199
"211","0005",41350,69,55976,"2022-04-09 02:23:35.198",1421760
"212","0006",6045,55,55976,"2022-04-09 02:23:35.198",23909
"213","0009",39940,193,55976,"2022-04-09 02:23:35.198",9779668
"214","000A",5506,4,55976,"2022-04-09 02:23:35.198",2092
"215","000B",2086,14,55976,"2022-04-09 02:23:35.198",10518
"216","000C",5108,14,55976,"2022-04-09 02:23:35.198",89951
"217","0010",3275,14,55976,"2022-04-09 02:23:35.198",1904
"218","0021",42108,673,55976,"2022-04-09 02:23:35.198",1160906
"219","0022",23535,72,55976,"2022-04-09 02:23:35.198",254496
"220","0023",23327,83,55976,"2022-04-09 02:23:35.198",10794
"221","0024",19351,72,55976,"2022-04-09 02:23:35.198",1133
"222","0025",28709,159,55976,"2022-04-09 02:23:35.198",12779
"223","0026",35046,106,55976,"2022-04-09 02:23:35.198",44180
"224","0027",41221,234,55976,"2022-04-09 02:23:35.198",332070
"225","0028",24181,64,55976,"2022-04-09 02:23:35.198",52065
"226","0040",41909,223,55976,"2022-04-09 02:23:35.198",8919099
"227","0044",16576,11,55976,"2022-04-09 02:23:35.198",70955
"228","0047",7499,4,55976,"2022-04-09 02:23:35.198",5389
"229","0048",4322,3,55976,"2022-04-09 02:23:35.198",80179
"230","03DF",20239,11,55976,"2022-04-09 02:23:35.198",504364
"231","0001",31239,127,55980,"2022-04-09 03:22:26.975",27020
"232","0003",37233,103,55980,"2022-04-09 03:22:26.975",100328
"233","0004",9836,149,55980,"2022-04-09 03:22:26.975",18165
"234","0005",41359,69,55980,"2022-04-09 03:22:26.975",1335760
"235","0006",6051,55,55980,"2022-04-09 03:22:26.975",20034
"236","0009",39949,193,55980,"2022-04-09 03:22:26.975",9368476
"237","000A",5506,4,55980,"2022-04-09 03:22:26.975",1895
"238","000B",2086,14,55980,"2022-04-09 03:22:26.975",8904
"239","000C",5108,14,55980,"2022-04-09 03:22:26.975",50647
"240","0010",3275,14,55980,"2022-04-09 03:22:26.975",1882
"241","0021",42117,673,55980,"2022-04-09 03:22:26.975",1387229
"242","0022",23544,72,55980,"2022-04-09 03:22:26.975",208866
"243","0023",23327,83,55980,"2022-04-09 03:22:26.975",3442
"244","0024",19354,72,55980,"2022-04-09 03:22:26.975",768
"245","0025",28718,159,55980,"2022-04-09 03:22:26.975",13887
"246","0026",35055,106,55980,"2022-04-09 03:22:26.975",38674
"247","0027",41230,234,55980,"2022-04-09 03:22:26.975",1875458
"248","0028",24190,64,55980,"2022-04-09 03:22:26.975",61385
"249","0040",41918,223,55980,"2022-04-09 03:22:26.975",7987140
"250","0044",16585,11,55980,"2022-04-09 03:22:26.975",66605
"251","0047",7505,4,55980,"2022-04-09 03:22:26.975",6541
"252","0048",4322,3,55980,"2022-04-09 03:22:26.975",69901
"253","03DF",20248,11,55980,"2022-04-09 03:22:26.975",454584
"254","0001",31240,127,55984,"2022-04-09 04:24:07.799",26664
"255","0003",37239,103,55984,"2022-04-09 04:24:07.799",99098
"256","0004",9841,149,55984,"2022-04-09 04:24:07.799",17250
"257","0005",41365,69,55984,"2022-04-09 04:24:07.799",1259388
"258","0006",6056,55,55984,"2022-04-09 04:24:07.799",14727
"259","0009",39955,193,55984,"2022-04-09 04:24:07.799",11086097
"260","000A",5431,4,55984,"2022-04-09 04:24:07.799",1579
"261","000B",2086,14,55984,"2022-04-09 04:24:07.799",8667
"262","000C",5108,14,55984,"2022-04-09 04:24:07.799",67013
"263","0010",3275,14,55984,"2022-04-09 04:24:07.799",1861
"264","0021",42123,673,55984,"2022-04-09 04:24:07.799",1331040
"265","0022",23549,72,55984,"2022-04-09 04:24:07.799",260472
"266","0023",23328,83,55984,"2022-04-09 04:24:07.799",9306
"267","0024",19355,72,55984,"2022-04-09 04:24:07.799",988
"268","0025",28724,159,55984,"2022-04-09 04:24:07.799",17046
"269","0026",35061,106,55984,"2022-04-09 04:24:07.799",44350
"270","0027",41236,234,55984,"2022-04-09 04:24:07.799",4280922
"271","0028",24195,64,55984,"2022-04-09 04:24:07.799",54623
"272","0040",41924,223,55984,"2022-04-09 04:24:07.799",7395487
"273","0044",16613,11,55984,"2022-04-09 04:24:07.799",67465
"274","0047",7510,4,55984,"2022-04-09 04:24:07.799",8566
"275","0048",4322,3,55984,"2022-04-09 04:24:07.799",86868
"276","03DF",20482,11,55984,"2022-04-09 04:24:07.799",419832
"277","0001",31240,127,55988,"2022-04-09 05:22:33.846",33700
"278","0003",37241,103,55988,"2022-04-09 05:22:33.846",102551
"279","0004",9841,149,55988,"2022-04-09 05:22:33.846",19541
"280","0005",41365,69,55988,"2022-04-09 05:22:33.846",1232494
"281","0006",6056,55,55988,"2022-04-09 05:22:33.846",9786
"282","0009",39955,193,55988,"2022-04-09 05:22:33.846",9948428
"283","000A",5431,4,55988,"2022-04-09 05:22:33.846",1627
"284","000B",2086,14,55988,"2022-04-09 05:22:33.846",6974
"285","000C",5108,14,55988,"2022-04-09 05:22:33.846",52115
"286","0010",3275,14,55988,"2022-04-09 05:22:33.846",1516
"287","0021",42123,673,55988,"2022-04-09 05:22:33.846",1225436
"288","0022",23549,72,55988,"2022-04-09 05:22:33.846",322116
"289","0023",23328,83,55988,"2022-04-09 05:22:33.846",10265
"290","0024",19355,72,55988,"2022-04-09 05:22:33.846",666
"291","0025",28724,159,55988,"2022-04-09 05:22:33.846",16459
"292","0026",35061,106,55988,"2022-04-09 05:22:33.846",44810
"293","0027",41236,234,55988,"2022-04-09 05:22:33.846",3607569
"294","0028",24195,64,55988,"2022-04-09 05:22:33.846",52284
"295","0040",41924,223,55988,"2022-04-09 05:22:33.846",7113105
"296","0044",16613,11,55988,"2022-04-09 05:22:33.846",82107
"297","0047",7510,4,55988,"2022-04-09 05:22:33.846",5403
"298","0048",4322,3,55988,"2022-04-09 05:22:33.846",62632
"299","03DF",20482,11,55988,"2022-04-09 05:22:33.846",491881
"300","0001",31240,127,55992,"2022-04-09 06:24:12.261",27857
"301","0003",37241,103,55992,"2022-04-09 06:24:12.261",87558
"302","0004",9849,149,55992,"2022-04-09 06:24:12.261",19325
"303","0005",41364,69,55992,"2022-04-09 06:24:12.261",1310914
"304","0006",6056,55,55992,"2022-04-09 06:24:12.261",10667
"305","0009",39954,193,55992,"2022-04-09 06:24:12.261",10731273
"306","000A",5431,4,55992,"2022-04-09 06:24:12.261",1860
"307","000B",2086,14,55992,"2022-04-09 06:24:12.261",10658
"308","000C",5108,14,55992,"2022-04-09 06:24:12.261",56165
"309","0010",3275,14,55992,"2022-04-09 06:24:12.261",1738
"310","0021",42123,673,55992,"2022-04-09 06:24:12.261",1215301
"311","0022",23538,72,55992,"2022-04-09 06:24:12.261",189601
"312","0023",23319,83,55992,"2022-04-09 06:24:12.261",9744
"313","0024",19354,72,55992,"2022-04-09 06:24:12.261",883
"314","0025",28723,159,55992,"2022-04-09 06:24:12.261",18368
"315","0026",35060,106,55992,"2022-04-09 06:24:12.261",36998
"316","0027",41235,234,55992,"2022-04-09 06:24:12.261",2573962
"317","0028",24184,64,55992,"2022-04-09 06:24:12.261",58090
"318","0040",41923,223,55992,"2022-04-09 06:24:12.261",6993813
"319","0044",16612,11,55992,"2022-04-09 06:24:12.261",73479
"320","0047",7510,4,55992,"2022-04-09 06:24:12.261",9398
"321","0048",4322,3,55992,"2022-04-09 06:24:12.261",79262
"322","03DF",20488,11,55992,"2022-04-09 06:24:12.261",407258
"323","0001",31292,127,55996,"2022-04-09 07:25:17.620",29995
"324","0003",37293,103,55996,"2022-04-09 07:25:17.620",113060
"325","0004",9901,149,55996,"2022-04-09 07:25:17.620",22246
"326","0005",41416,69,55996,"2022-04-09 07:25:17.620",1257450
"327","0006",6108,55,55996,"2022-04-09 07:25:17.620",11530
"328","0009",40018,193,55996,"2022-04-09 07:25:17.620",9862020
"329","000A",5431,4,55996,"2022-04-09 07:25:17.620",1685
"330","000B",2086,14,55996,"2022-04-09 07:25:17.620",7667
"331","000C",5108,14,55996,"2022-04-09 07:25:17.620",60459
"332","0010",3275,14,55996,"2022-04-09 07:25:17.620",1725
"333","0021",42175,673,55996,"2022-04-09 07:25:17.620",1212964
"334","0022",23590,72,55996,"2022-04-09 07:25:17.620",275928
"335","0023",23319,83,55996,"2022-04-09 07:25:17.620",10223
"336","0024",19354,72,55996,"2022-04-09 07:25:17.620",962
"337","0025",28723,159,55996,"2022-04-09 07:25:17.620",13403
"338","0026",35112,106,55996,"2022-04-09 07:25:17.620",44139
"339","0027",41287,234,55996,"2022-04-09 07:25:17.620",439842
"340","0028",24236,64,55996,"2022-04-09 07:25:17.620",55576
"341","0040",41975,223,55996,"2022-04-09 07:25:17.620",7305784
"342","0044",16664,11,55996,"2022-04-09 07:25:17.620",59960
"343","0047",7562,4,55996,"2022-04-09 07:25:17.620",5783
"344","0048",4322,3,55996,"2022-04-09 07:25:17.620",74584
"345","03DF",20540,11,55996,"2022-04-09 07:25:17.620",394834
"346","0001",31294,127,56000,"2022-04-09 08:24:12.292",33388
"347","0003",37294,103,56000,"2022-04-09 08:24:12.292",118969
"348","0004",9901,149,56000,"2022-04-09 08:24:12.292",20051
"349","0005",41416,69,56000,"2022-04-09 08:24:12.292",1140190
"350","0006",6108,55,56000,"2022-04-09 08:24:12.292",11175
"351","0009",40018,193,56000,"2022-04-09 08:24:12.292",9717315
"352","000A",5431,4,56000,"2022-04-09 08:24:12.292",1524
"353","000B",2086,14,56000,"2022-04-09 08:24:12.292",11600
"354","000C",5108,14,56000,"2022-04-09 08:24:12.292",65982
"355","0010",3275,14,56000,"2022-04-09 08:24:12.292",1588
"356","0021",42173,673,56000,"2022-04-09 08:24:12.292",1170522
"357","0022",23590,72,56000,"2022-04-09 08:24:12.292",137254
"358","0023",23319,83,56000,"2022-04-09 08:24:12.292",4518
"359","0024",19354,72,56000,"2022-04-09 08:24:12.292",815
"360","0025",28723,159,56000,"2022-04-09 08:24:12.292",16452
"361","0026",35112,106,56000,"2022-04-09 08:24:12.292",38901
"362","0027",41288,234,56000,"2022-04-09 08:24:12.292",319703
"363","0028",24236,64,56000,"2022-04-09 08:24:12.292",62713
"364","0040",41975,223,56000,"2022-04-09 08:24:12.292",6765005
"365","0044",16664,11,56000,"2022-04-09 08:24:12.292",49324
"366","0047",7562,4,56000,"2022-04-09 08:24:12.292",4613
"367","0048",4322,3,56000,"2022-04-09 08:24:12.292",85464
"368","03DF",20540,11,56000,"2022-04-09 08:24:12.292",438922
"369","0001",31294,127,56004,"2022-04-09 09:23:47.516",28422
"370","0003",37294,103,56004,"2022-04-09 09:23:47.516",104908
"371","0004",9901,149,56004,"2022-04-09 09:23:47.516",19775
"372","0005",41416,69,56004,"2022-04-09 09:23:47.516",1329692
"373","0006",6108,55,56004,"2022-04-09 09:23:47.516",14096
"374","0009",40018,193,56004,"2022-04-09 09:23:47.516",10669663
"375","000A",5431,4,56004,"2022-04-09 09:23:47.516",1839
"376","000B",2086,14,56004,"2022-04-09 09:23:47.516",11908
"377","000C",5108,14,56004,"2022-04-09 09:23:47.516",78012
"378","0010",3275,14,56004,"2022-04-09 09:23:47.516",1974
"379","0021",42173,673,56004,"2022-04-09 09:23:47.516",1341033
"380","0022",23590,72,56004,"2022-04-09 09:23:47.516",214390
"381","0023",23319,83,56004,"2022-04-09 09:23:47.516",18703
"382","0024",19354,72,56004,"2022-04-09 09:23:47.516",883
"383","0025",28723,159,56004,"2022-04-09 09:23:47.516",25865
"384","0026",35112,106,56004,"2022-04-09 09:23:47.516",53324
"385","0027",41288,234,56004,"2022-04-09 09:23:47.516",313230
"386","0028",24236,64,56004,"2022-04-09 09:23:47.516",52085
"387","0040",41975,223,56004,"2022-04-09 09:23:47.516",7322867
"388","0044",16664,11,56004,"2022-04-09 09:23:47.516",111942
"389","0047",7562,4,56004,"2022-04-09 09:23:47.516",8030
"390","0048",4322,3,56004,"2022-04-09 09:23:47.516",62857
"391","03DF",20540,11,56004,"2022-04-09 09:23:47.516",428948
"392","0001",31299,127,56008,"2022-04-09 10:23:53.355",35825
"393","0003",37300,103,56008,"2022-04-09 10:23:53.355",141971
"394","0004",9902,149,56008,"2022-04-09 10:23:53.355",20873
"395","0005",41421,69,56008,"2022-04-09 10:23:53.355",1343866
"396","0006",6108,55,56008,"2022-04-09 10:23:53.355",11223
"397","0009",40023,193,56008,"2022-04-09 10:23:53.355",9641519
"398","000A",5431,4,56008,"2022-04-09 10:23:53.355",1968
"399","000B",2086,14,56008,"2022-04-09 10:23:53.355",9003
"400","000C",5108,14,56008,"2022-04-09 10:23:53.355",100598
"401","0010",3275,14,56008,"2022-04-09 10:23:53.355",1807
"402","0021",42178,673,56008,"2022-04-09 10:23:53.355",1248422
"403","0022",23590,72,56008,"2022-04-09 10:23:53.355",187020
"404","0023",23324,83,56008,"2022-04-09 10:23:53.355",5779
"405","0024",19359,72,56008,"2022-04-09 10:23:53.355",965
"406","0025",28728,159,56008,"2022-04-09 10:23:53.355",30675
"407","0026",35117,106,56008,"2022-04-09 10:23:53.355",44514
"408","0027",41293,234,56008,"2022-04-09 10:23:53.355",365454
"409","0028",24236,64,56008,"2022-04-09 10:23:53.355",57080
"410","0040",41980,223,56008,"2022-04-09 10:23:53.355",7424201
"411","0044",16669,11,56008,"2022-04-09 10:23:53.355",81154
"412","0047",7562,4,56008,"2022-04-09 10:23:53.355",7000
"413","0048",4323,3,56008,"2022-04-09 10:23:53.355",73015
"414","03DF",20543,11,56008,"2022-04-09 10:23:53.355",442009
"415","0001",31304,127,56012,"2022-04-09 11:22:49.643",31820
"416","0003",37304,103,56012,"2022-04-09 11:22:49.643",157530
"417","0004",9902,149,56012,"2022-04-09 11:22:49.643",26082
"418","0005",41425,69,56012,"2022-04-09 11:22:49.643",1364330
"419","0006",6108,55,56012,"2022-04-09 11:22:49.643",7853
