"","chain","amount_staked_nodes","amount_staked_apps","aligned_height","date","all_relays"
"187","0009",25402,163,53676,"2022-03-15 14:15:12.804",2107526
"188","0021",35821,673,53676,"2022-03-15 14:15:12.804",1136125
"189","0022",16690,72,53676,"2022-03-15 14:15:12.804",19290
"190","0023",19938,83,53676,"2022-03-15 14:15:12.804",914
"191","0025",21237,159,53676,"2022-03-15 14:15:12.804",7383
"192","0026",25831,106,53676,"2022-03-15 14:15:12.804",56633
"193","0027",35289,234,53676,"2022-03-15 14:15:12.804",265606
"194","0028",17599,64,53676,"2022-03-15 14:15:12.804",80099
"195","0040",35622,223,53676,"2022-03-15 14:15:12.804",6757671
"196","0044",10768,11,53676,"2022-03-15 14:15:12.804",1882
"197","0001",29090,127,53680,"2022-03-15 15:17:30.569",23070
"198","0003",30889,104,53680,"2022-03-15 15:17:30.569",42604
"199","0004",3916,149,53680,"2022-03-15 15:17:30.569",38503
"200","0005",31856,69,53680,"2022-03-15 15:17:30.569",954504
"201","0009",25402,163,53680,"2022-03-15 15:17:30.569",1934914
"202","000A",5471,4,53680,"2022-03-15 15:17:30.569",32499
"203","0021",35821,673,53680,"2022-03-15 15:17:30.569",1002267
"204","0022",16690,72,53680,"2022-03-15 15:17:30.569",16441
"205","0023",19938,83,53680,"2022-03-15 15:17:30.569",913
"206","0025",21237,159,53680,"2022-03-15 15:17:30.569",8105
"207","0026",25831,106,53680,"2022-03-15 15:17:30.569",57973
"208","0027",35289,234,53680,"2022-03-15 15:17:30.569",270570
"209","0028",17599,64,53680,"2022-03-15 15:17:30.569",66075
"210","0040",35622,223,53680,"2022-03-15 15:17:30.569",6742223
"211","0044",10768,11,53680,"2022-03-15 15:17:30.569",3862
"212","0001",29090,127,53684,"2022-03-15 16:16:11.067",20225
"213","0003",30889,104,53684,"2022-03-15 16:16:11.067",55558
"214","0004",3916,149,53684,"2022-03-15 16:16:11.067",37498
"215","0005",31856,69,53684,"2022-03-15 16:16:11.067",919079
"216","0006",4897,55,53684,"2022-03-15 16:16:11.067",34677
"217","0009",25402,163,53684,"2022-03-15 16:16:11.067",2043336
"218","0021",35821,673,53684,"2022-03-15 16:16:11.067",1155654
"219","0022",16690,72,53684,"2022-03-15 16:16:11.067",24165
"220","0023",19938,83,53684,"2022-03-15 16:16:11.067",622
"221","0024",18069,72,53684,"2022-03-15 16:16:11.067",35367
"222","0025",21237,159,53684,"2022-03-15 16:16:11.067",6607
"223","0026",25831,106,53684,"2022-03-15 16:16:11.067",56724
"224","0027",35289,234,53684,"2022-03-15 16:16:11.067",377910
"225","0028",17599,64,53684,"2022-03-15 16:16:11.067",46350
"226","0040",35622,223,53684,"2022-03-15 16:16:11.067",7369669
"227","0044",10768,11,53684,"2022-03-15 16:16:11.067",3657
"228","0001",29093,127,53688,"2022-03-15 17:19:08.643",21668
"229","0003",30892,104,53688,"2022-03-15 17:19:08.643",60998
"230","0004",3916,149,53688,"2022-03-15 17:19:08.643",41113
"231","0005",31859,69,53688,"2022-03-15 17:19:08.643",949754
"232","0006",4897,55,53688,"2022-03-15 17:19:08.643",33602
"233","0009",25404,163,53688,"2022-03-15 17:19:08.643",2077099
"234","000B",1585,14,53688,"2022-03-15 17:19:08.643",30450
"235","0021",35824,673,53688,"2022-03-15 17:19:08.643",1154881
"236","0022",16691,72,53688,"2022-03-15 17:19:08.643",21849
"237","0023",19941,83,53688,"2022-03-15 17:19:08.643",975
"238","0025",21240,159,53688,"2022-03-15 17:19:08.643",9873
"239","0026",25834,106,53688,"2022-03-15 17:19:08.643",61843
"240","0027",35292,234,53688,"2022-03-15 17:19:08.643",401487
"241","0028",17600,64,53688,"2022-03-15 17:19:08.643",39418
"242","0040",35625,223,53688,"2022-03-15 17:19:08.643",8413519
"243","0044",10771,11,53688,"2022-03-15 17:19:08.643",3028
"244","0001",29116,127,53692,"2022-03-15 18:18:12.579",22719
"245","0003",30915,104,53692,"2022-03-15 18:18:12.579",73938
"246","0004",3916,149,53692,"2022-03-15 18:18:12.579",44003
"247","0005",31861,69,53692,"2022-03-15 18:18:12.579",937831
"248","0006",4897,55,53692,"2022-03-15 18:18:12.579",34489
"249","0009",27506,163,53692,"2022-03-15 18:18:12.579",1826985
"250","0021",35847,673,53692,"2022-03-15 18:18:12.579",1216858
"251","0022",16692,72,53692,"2022-03-15 18:18:12.579",22352
"252","0023",19943,83,53692,"2022-03-15 18:18:12.579",40642
"253","0025",21242,159,53692,"2022-03-15 18:18:12.579",10930
"254","0026",25836,106,53692,"2022-03-15 18:18:12.579",61107
"255","0027",35315,234,53692,"2022-03-15 18:18:12.579",282517
"256","0028",17601,64,53692,"2022-03-15 18:18:12.579",36822
"257","0040",35648,223,53692,"2022-03-15 18:18:12.579",8149669
"258","0044",10773,11,53692,"2022-03-15 18:18:12.579",4797
"259","0001",29116,127,53696,"2022-03-15 19:18:46.572",22923
"260","0003",30915,104,53696,"2022-03-15 19:18:46.572",64861
"261","0004",3916,149,53696,"2022-03-15 19:18:46.572",38856
"262","0005",31861,69,53696,"2022-03-15 19:18:46.572",803830
"263","0009",27506,163,53696,"2022-03-15 19:18:46.572",1740631
"264","0021",35847,673,53696,"2022-03-15 19:18:46.572",1317467
"265","0022",16692,72,53696,"2022-03-15 19:18:46.572",25081
"266","0023",19943,83,53696,"2022-03-15 19:18:46.572",1809
"267","0024",18074,72,53696,"2022-03-15 19:18:46.572",35920
"268","0025",21242,159,53696,"2022-03-15 19:18:46.572",10752
"269","0026",25836,106,53696,"2022-03-15 19:18:46.572",64872
"270","0027",35315,234,53696,"2022-03-15 19:18:46.572",281606
"271","0028",17601,64,53696,"2022-03-15 19:18:46.572",41585
"272","0040",35648,223,53696,"2022-03-15 19:18:46.572",7130694
"273","0044",10773,11,53696,"2022-03-15 19:18:46.572",53437
"274","0001",29117,127,53700,"2022-03-15 20:17:23.518",23809
"275","0003",30916,104,53700,"2022-03-15 20:17:23.518",94249
"276","0004",3916,149,53700,"2022-03-15 20:17:23.518",31104
"277","0005",31862,69,53700,"2022-03-15 20:17:23.518",651745
"278","0009",27507,163,53700,"2022-03-15 20:17:23.518",1589905
"279","0021",35848,673,53700,"2022-03-15 20:17:23.518",1232913
"280","0022",16692,72,53700,"2022-03-15 20:17:23.518",25773
"281","0023",19944,83,53700,"2022-03-15 20:17:23.518",924
"282","0025",21243,159,53700,"2022-03-15 20:17:23.518",8375
"283","0026",25837,106,53700,"2022-03-15 20:17:23.518",53753
"284","0027",35316,234,53700,"2022-03-15 20:17:23.518",267662
"285","0028",17601,64,53700,"2022-03-15 20:17:23.518",68887
"286","0040",35649,223,53700,"2022-03-15 20:17:23.518",7892756
"287","0044",10774,11,53700,"2022-03-15 20:17:23.518",95253
"288","0001",29124,127,53704,"2022-03-15 21:19:41.336",21769
"289","0003",30916,104,53704,"2022-03-15 21:19:41.336",75714
"290","0004",3916,149,53704,"2022-03-15 21:19:41.336",38357
"291","0005",31869,69,53704,"2022-03-15 21:19:41.336",796878
"292","0006",4897,55,53704,"2022-03-15 21:19:41.336",1487
"293","0009",27507,163,53704,"2022-03-15 21:19:41.336",2005986
"294","0021",35855,673,53704,"2022-03-15 21:19:41.336",1023538
"295","0022",16691,72,53704,"2022-03-15 21:19:41.336",22464
"296","0023",19944,83,53704,"2022-03-15 21:19:41.336",31600
"297","0025",21243,159,53704,"2022-03-15 21:19:41.336",6206
"298","0026",25837,106,53704,"2022-03-15 21:19:41.336",66536
"299","0027",35322,234,53704,"2022-03-15 21:19:41.336",255843
"300","0028",17600,64,53704,"2022-03-15 21:19:41.336",33711
"301","0040",35656,223,53704,"2022-03-15 21:19:41.336",6819608
"302","0044",10774,11,53704,"2022-03-15 21:19:41.336",28494
"303","0001",29125,127,53708,"2022-03-15 22:21:30.245",26280
"304","0003",30917,104,53708,"2022-03-15 22:21:30.245",81434
"305","0004",3916,149,53708,"2022-03-15 22:21:30.245",75652
"306","0005",31870,69,53708,"2022-03-15 22:21:30.245",896062
"307","0006",4897,55,53708,"2022-03-15 22:21:30.245",1109
"308","0009",27508,163,53708,"2022-03-15 22:21:30.245",1469744
"309","0021",35856,673,53708,"2022-03-15 22:21:30.245",1259003
"310","0022",16689,72,53708,"2022-03-15 22:21:30.245",18291
"311","0023",19945,83,53708,"2022-03-15 22:21:30.245",1002
"312","0024",18076,72,53708,"2022-03-15 22:21:30.245",39723
"313","0025",21244,159,53708,"2022-03-15 22:21:30.245",4964
"314","0026",25838,106,53708,"2022-03-15 22:21:30.245",70995
"315","0027",35323,234,53708,"2022-03-15 22:21:30.245",280307
"316","0028",17598,64,53708,"2022-03-15 22:21:30.245",42365
"317","0040",35657,223,53708,"2022-03-15 22:21:30.245",6543020
"318","0044",10777,11,53708,"2022-03-15 22:21:30.245",19873
"319","0001",29125,127,53712,"2022-03-15 23:20:43.399",32586
"320","0003",30917,104,53712,"2022-03-15 23:20:43.399",79759
"321","0004",3916,149,53712,"2022-03-15 23:20:43.399",35274
"322","0005",31870,69,53712,"2022-03-15 23:20:43.399",590664
"323","0009",27508,163,53712,"2022-03-15 23:20:43.399",1664157
"324","0021",35856,673,53712,"2022-03-15 23:20:43.399",1234982
"325","0022",16689,72,53712,"2022-03-15 23:20:43.399",13105
"326","0023",19945,83,53712,"2022-03-15 23:20:43.399",878
"327","0024",18076,72,53712,"2022-03-15 23:20:43.399",27061
"328","0025",21244,159,53712,"2022-03-15 23:20:43.399",6339
"329","0026",25838,106,53712,"2022-03-15 23:20:43.399",69889
"330","0027",35323,234,53712,"2022-03-15 23:20:43.399",274581
"331","0028",17598,64,53712,"2022-03-15 23:20:43.399",36911
"332","0040",35657,223,53712,"2022-03-15 23:20:43.399",7381906
"333","0044",10777,11,53712,"2022-03-15 23:20:43.399",67511
"334","0001",29130,127,53716,"2022-03-16 00:21:57.230",28335
"335","0003",30922,104,53716,"2022-03-16 00:21:57.230",82166
"336","0004",3916,149,53716,"2022-03-16 00:21:57.230",70950
"337","0005",31870,69,53716,"2022-03-16 00:21:57.230",741693
"338","0009",27498,163,53716,"2022-03-16 00:21:57.230",1816594
"339","0021",35861,673,53716,"2022-03-16 00:21:57.230",1254583
"340","0022",16666,72,53716,"2022-03-16 00:21:57.230",21460
"341","0023",19943,83,53716,"2022-03-16 00:21:57.230",881
"342","0025",21244,159,53716,"2022-03-16 00:21:57.230",45596
"343","0026",25838,106,53716,"2022-03-16 00:21:57.230",66899
"344","0027",35328,234,53716,"2022-03-16 00:21:57.230",275938
"345","0028",17575,64,53716,"2022-03-16 00:21:57.230",36054
"346","0040",35662,223,53716,"2022-03-16 00:21:57.230",6835336
"347","0044",10800,11,53716,"2022-03-16 00:21:57.230",34255
"348","0001",29141,127,53720,"2022-03-16 01:21:10.747",19205
"349","0003",30933,104,53720,"2022-03-16 01:21:10.747",74183
"350","0004",3916,149,53720,"2022-03-16 01:21:10.747",47568
"351","0005",31881,69,53720,"2022-03-16 01:21:10.747",830351
"352","0006",4897,55,53720,"2022-03-16 01:21:10.747",32780
"353","0009",27503,163,53720,"2022-03-16 01:21:10.747",1780390
"354","0021",35872,673,53720,"2022-03-16 01:21:10.747",1083901
"355","0022",16667,72,53720,"2022-03-16 01:21:10.747",17276
"356","0023",19954,83,53720,"2022-03-16 01:21:10.747",744
"357","0025",21255,159,53720,"2022-03-16 01:21:10.747",5904
"358","0026",25849,106,53720,"2022-03-16 01:21:10.747",71478
"359","0027",35339,234,53720,"2022-03-16 01:21:10.747",262283
"360","0028",17576,64,53720,"2022-03-16 01:21:10.747",38041
"361","0040",35673,223,53720,"2022-03-16 01:21:10.747",6931639
"362","0044",10811,11,53720,"2022-03-16 01:21:10.747",42856
"363","0001",29143,127,53724,"2022-03-16 02:20:00.683",22389
"364","0003",30935,104,53724,"2022-03-16 02:20:00.683",113621
"365","0004",3916,149,53724,"2022-03-16 02:20:00.683",33567
"366","0005",31883,69,53724,"2022-03-16 02:20:00.683",629522
"367","0009",27503,163,53724,"2022-03-16 02:20:00.683",1514227
"368","0021",35874,673,53724,"2022-03-16 02:20:00.683",1057311
"369","0022",16667,72,53724,"2022-03-16 02:20:00.683",16774
"370","0023",19954,83,53724,"2022-03-16 02:20:00.683",1221
"371","0025",21255,159,53724,"2022-03-16 02:20:00.683",40421
"372","0026",25849,106,53724,"2022-03-16 02:20:00.683",67437
"373","0027",35341,234,53724,"2022-03-16 02:20:00.683",264273
"374","0028",17576,64,53724,"2022-03-16 02:20:00.683",29871
"375","0040",35675,223,53724,"2022-03-16 02:20:00.683",6617653
"376","0044",10811,11,53724,"2022-03-16 02:20:00.683",22834
"377","0001",29169,127,53728,"2022-03-16 03:19:36.240",21581
"378","0003",30960,104,53728,"2022-03-16 03:19:36.240",93179
"379","0004",3916,149,53728,"2022-03-16 03:19:36.240",15741
"380","0005",31908,69,53728,"2022-03-16 03:19:36.240",673651
"381","0009",27528,163,53728,"2022-03-16 03:19:36.240",1629035
"382","0021",35899,673,53728,"2022-03-16 03:19:36.240",1145691
"383","0022",16692,72,53728,"2022-03-16 03:19:36.240",15423
"384","0023",19979,83,53728,"2022-03-16 03:19:36.240",1249
"385","0025",21280,159,53728,"2022-03-16 03:19:36.240",4525
"386","0026",25874,106,53728,"2022-03-16 03:19:36.240",68531
"387","0027",35366,234,53728,"2022-03-16 03:19:36.240",248447
"388","0028",17601,64,53728,"2022-03-16 03:19:36.240",60516
"389","0040",35700,223,53728,"2022-03-16 03:19:36.240",5571214
"390","0044",10836,11,53728,"2022-03-16 03:19:36.240",36344
"391","0001",29170,127,53732,"2022-03-16 04:18:37.079",20355
"392","0003",30970,104,53732,"2022-03-16 04:18:37.079",77132
"393","0004",3917,149,53732,"2022-03-16 04:18:37.079",10088
"394","0005",31911,69,53732,"2022-03-16 04:18:37.079",735154
"395","0009",27529,163,53732,"2022-03-16 04:18:37.079",1683286
"396","000B",1585,14,53732,"2022-03-16 04:18:37.079",38818
"397","0021",35902,673,53732,"2022-03-16 04:18:37.079",1109819
"398","0022",16676,72,53732,"2022-03-16 04:18:37.079",20992
"399","0023",19979,83,53732,"2022-03-16 04:18:37.079",703
"400","0025",21280,159,53732,"2022-03-16 04:18:37.079",5109
"401","0026",25874,106,53732,"2022-03-16 04:18:37.079",56936
"402","0027",35371,234,53732,"2022-03-16 04:18:37.079",244088
"403","0028",17585,64,53732,"2022-03-16 04:18:37.079",36451
"404","0040",35703,223,53732,"2022-03-16 04:18:37.079",5962754
"405","0044",10854,11,53732,"2022-03-16 04:18:37.079",23353
"406","0001",29170,127,53736,"2022-03-16 05:18:25.772",26305
"407","0003",30976,104,53736,"2022-03-16 05:18:25.772",82627
"408","0004",3917,149,53736,"2022-03-16 05:18:25.772",13310
"409","0005",31911,69,53736,"2022-03-16 05:18:25.772",706616
"410","0006",4922,55,53736,"2022-03-16 05:18:25.772",36380
"411","0009",27535,163,53736,"2022-03-16 05:18:25.772",2116049
"412","0021",35902,673,53736,"2022-03-16 05:18:25.772",1134169
"413","0022",16674,72,53736,"2022-03-16 05:18:25.772",21263
"414","0023",19979,83,53736,"2022-03-16 05:18:25.772",743
"415","0024",18087,72,53736,"2022-03-16 05:18:25.772",35709
"416","0025",21280,159,53736,"2022-03-16 05:18:25.772",5038
"417","0026",25874,106,53736,"2022-03-16 05:18:25.772",57386
"418","0027",35371,234,53736,"2022-03-16 05:18:25.772",241936
"419","0028",17583,64,53736,"2022-03-16 05:18:25.772",29598
