"","chain","amount_staked_nodes","amount_staked_apps","aligned_height","date","all_relays"
"91","0028",22772,64,54928,"2022-03-28 20:16:38.448",57983
"92","0040",38843,223,54928,"2022-03-28 20:16:38.448",8364026
"93","0044",14829,11,54928,"2022-03-28 20:16:38.448",33634
"94","0047",5414,4,54928,"2022-03-28 20:16:38.448",5943
"95","0048",1116,3,54928,"2022-03-28 20:16:38.448",7599
"96","0001",32010,127,54932,"2022-03-28 21:18:00.032",21048
"97","0003",34270,104,54932,"2022-03-28 21:18:00.032",132688
"98","0004",5585,149,54932,"2022-03-28 21:18:00.032",55728
"99","0005",37776,69,54932,"2022-03-28 21:18:00.032",955822
"100","0009",36880,193,54932,"2022-03-28 21:18:00.032",6637138
"101","000A",5212,4,54932,"2022-03-28 21:18:00.032",5900
"102","000C",4556,14,54932,"2022-03-28 21:18:00.032",21085
"103","0021",39037,673,54932,"2022-03-28 21:18:00.032",3715614
"104","0022",21851,72,54932,"2022-03-28 21:18:00.032",122717
"105","0023",25260,83,54932,"2022-03-28 21:18:00.032",2831
"106","0024",20636,72,54932,"2022-03-28 21:18:00.032",4228
"107","0025",26694,159,54932,"2022-03-28 21:18:00.032",9863
"108","0026",32095,106,54932,"2022-03-28 21:18:00.032",71503
"109","0027",38249,234,54932,"2022-03-28 21:18:00.032",214789
"110","0028",22772,64,54932,"2022-03-28 21:18:00.032",42277
"111","0040",38844,223,54932,"2022-03-28 21:18:00.032",7966869
"112","0044",14830,11,54932,"2022-03-28 21:18:00.032",902
"113","0047",5414,4,54932,"2022-03-28 21:18:00.032",3729
"114","0048",1116,3,54932,"2022-03-28 21:18:00.032",6324
"115","0001",32026,127,54936,"2022-03-28 22:26:35.189",26951
"116","0003",34286,103,54936,"2022-03-28 22:26:35.189",207591
"117","0004",5585,149,54936,"2022-03-28 22:26:35.189",47285
"118","0005",37792,69,54936,"2022-03-28 22:26:35.189",1297697
"119","0009",36896,193,54936,"2022-03-28 22:26:35.189",9098011
"120","000A",5212,4,54936,"2022-03-28 22:26:35.189",7837
"121","000C",4556,14,54936,"2022-03-28 22:26:35.189",26725
"122","0021",39053,673,54936,"2022-03-28 22:26:35.189",5856812
"123","0022",21851,72,54936,"2022-03-28 22:26:35.189",124596
"124","0023",25276,83,54936,"2022-03-28 22:26:35.189",7770
"125","0024",20650,72,54936,"2022-03-28 22:26:35.189",5512
"126","0025",26710,159,54936,"2022-03-28 22:26:35.189",15607
"127","0026",32111,106,54936,"2022-03-28 22:26:35.189",62142
"128","0027",38265,234,54936,"2022-03-28 22:26:35.189",670716
"129","0028",22772,64,54936,"2022-03-28 22:26:35.189",59125
"130","0040",38860,223,54936,"2022-03-28 22:26:35.189",10744967
"131","0044",14844,11,54936,"2022-03-28 22:26:35.189",36732
"132","0047",5414,4,54936,"2022-03-28 22:26:35.189",4987
"133","0048",1116,3,54936,"2022-03-28 22:26:35.189",10056
"134","0001",32032,127,54940,"2022-03-28 23:30:24.707",24730
"135","0003",34292,103,54940,"2022-03-28 23:30:24.707",168318
"136","0004",5585,149,54940,"2022-03-28 23:30:24.707",38243
"137","0005",37798,69,54940,"2022-03-28 23:30:24.707",1072552
"138","0009",36897,193,54940,"2022-03-28 23:30:24.707",8423232
"139","000A",5212,4,54940,"2022-03-28 23:30:24.707",4786
"140","000C",4556,14,54940,"2022-03-28 23:30:24.707",24733
"141","0021",39059,673,54940,"2022-03-28 23:30:24.707",5817039
"142","0022",21851,72,54940,"2022-03-28 23:30:24.707",120937
"143","0023",25277,83,54940,"2022-03-28 23:30:24.707",6822
"144","0024",20651,72,54940,"2022-03-28 23:30:24.707",2799
"145","0025",26716,159,54940,"2022-03-28 23:30:24.707",10877
"146","0026",32112,106,54940,"2022-03-28 23:30:24.707",68619
"147","0027",38272,234,54940,"2022-03-28 23:30:24.707",741980
"148","0028",22772,64,54940,"2022-03-28 23:30:24.707",58375
"149","0040",38866,223,54940,"2022-03-28 23:30:24.707",11427105
"150","0044",14845,11,54940,"2022-03-28 23:30:24.707",27284
"151","0047",5414,4,54940,"2022-03-28 23:30:24.707",5369
"152","0048",1116,3,54940,"2022-03-28 23:30:24.707",9244
"153","0001",32036,127,54944,"2022-03-29 00:31:27.992",22795
"154","0003",34295,103,54944,"2022-03-29 00:31:27.992",160506
"155","0004",5585,149,54944,"2022-03-29 00:31:27.992",36824
"156","0005",37802,69,54944,"2022-03-29 00:31:27.992",1200323
"157","0009",36901,193,54944,"2022-03-29 00:31:27.992",8264778
"158","000A",5212,4,54944,"2022-03-29 00:31:27.992",13693
"159","000C",4556,14,54944,"2022-03-29 00:31:27.992",20389
"160","0021",39063,673,54944,"2022-03-29 00:31:27.992",5064698
"161","0022",21854,72,54944,"2022-03-29 00:31:27.992",140955
"162","0023",25280,83,54944,"2022-03-29 00:31:27.992",7058
"163","0024",20654,72,54944,"2022-03-29 00:31:27.992",4317
"164","0025",26720,159,54944,"2022-03-29 00:31:27.992",15793
"165","0026",32116,106,54944,"2022-03-29 00:31:27.992",67859
"166","0027",38276,234,54944,"2022-03-29 00:31:27.992",280662
"167","0028",22775,64,54944,"2022-03-29 00:31:27.992",53817
"168","0040",38870,223,54944,"2022-03-29 00:31:27.992",10110347
"169","0044",14848,11,54944,"2022-03-29 00:31:27.992",24848
"170","0047",5414,4,54944,"2022-03-29 00:31:27.992",3653
"171","0048",3439,3,54944,"2022-03-29 00:31:27.992",11036
"172","0001",32038,127,54948,"2022-03-29 01:44:46.127",24369
"173","0003",34296,103,54948,"2022-03-29 01:44:46.127",124343
"174","0004",5585,149,54948,"2022-03-29 01:44:46.127",25516
"175","0005",37804,69,54948,"2022-03-29 01:44:46.127",1190075
"176","0009",36903,193,54948,"2022-03-29 01:44:46.127",7879520
"177","000A",5212,4,54948,"2022-03-29 01:44:46.127",4613
"178","000C",4556,14,54948,"2022-03-29 01:44:46.127",21532
"179","0021",39065,673,54948,"2022-03-29 01:44:46.127",5134179
"180","0022",21846,72,54948,"2022-03-29 01:44:46.127",128267
"181","0023",25281,83,54948,"2022-03-29 01:44:46.127",7408
"182","0024",20655,72,54948,"2022-03-29 01:44:46.127",3060
"183","0025",26721,159,54948,"2022-03-29 01:44:46.127",17333
"184","0026",32117,106,54948,"2022-03-29 01:44:46.127",64204
"185","0027",38278,234,54948,"2022-03-29 01:44:46.127",254049
"186","0028",22767,64,54948,"2022-03-29 01:44:46.127",48064
"187","0040",38872,223,54948,"2022-03-29 01:44:46.127",8562566
"188","0044",14849,11,54948,"2022-03-29 01:44:46.127",33318
"189","0047",5414,4,54948,"2022-03-29 01:44:46.127",4745
"190","0048",3439,3,54948,"2022-03-29 01:44:46.127",10156
"191","0001",32072,127,54952,"2022-03-29 02:45:30.585",36484
"192","0003",34329,103,54952,"2022-03-29 02:45:30.585",152937
"193","0004",5618,149,54952,"2022-03-29 02:45:30.585",25092
"194","0005",37837,69,54952,"2022-03-29 02:45:30.585",1152607
"195","0009",36936,193,54952,"2022-03-29 02:45:30.585",8459469
"196","000A",5212,4,54952,"2022-03-29 02:45:30.585",8237
"197","000C",4556,14,54952,"2022-03-29 02:45:30.585",21470
"198","0021",39099,673,54952,"2022-03-29 02:45:30.585",4611952
"199","0022",21879,72,54952,"2022-03-29 02:45:30.585",134295
"200","0023",25281,83,54952,"2022-03-29 02:45:30.585",7899
"201","0024",20655,72,54952,"2022-03-29 02:45:30.585",3486
"202","0025",26721,159,54952,"2022-03-29 02:45:30.585",17813
"203","0026",32150,106,54952,"2022-03-29 02:45:30.585",72658
"204","0027",38311,234,54952,"2022-03-29 02:45:30.585",389100
"205","0028",22800,64,54952,"2022-03-29 02:45:30.585",54890
"206","0040",38906,223,54952,"2022-03-29 02:45:30.585",8377345
"207","0044",14849,11,54952,"2022-03-29 02:45:30.585",30167
"208","0047",5414,4,54952,"2022-03-29 02:45:30.585",3969
"209","0048",3439,3,54952,"2022-03-29 02:45:30.585",7192
"210","0001",32083,127,54956,"2022-03-29 03:55:58.986",34243
"211","0003",34340,103,54956,"2022-03-29 03:55:58.986",121633
"212","0004",5626,149,54956,"2022-03-29 03:55:58.986",33879
"213","0005",37848,69,54956,"2022-03-29 03:55:58.986",1049720
"214","0009",36947,193,54956,"2022-03-29 03:55:58.986",8164331
"215","000A",5212,4,54956,"2022-03-29 03:55:58.986",11925
"216","000C",4556,14,54956,"2022-03-29 03:55:58.986",21056
"217","0021",39110,673,54956,"2022-03-29 03:55:58.986",5513015
"218","0022",21890,72,54956,"2022-03-29 03:55:58.986",89358
"219","0023",25284,83,54956,"2022-03-29 03:55:58.986",8218
"220","0024",20658,72,54956,"2022-03-29 03:55:58.986",4747
"221","0025",26724,159,54956,"2022-03-29 03:55:58.986",12838
"222","0026",32161,106,54956,"2022-03-29 03:55:58.986",65085
"223","0027",38323,234,54956,"2022-03-29 03:55:58.986",726702
"224","0028",22811,64,54956,"2022-03-29 03:55:58.986",54771
"225","0040",38917,223,54956,"2022-03-29 03:55:58.986",8313672
"226","0044",14852,11,54956,"2022-03-29 03:55:58.986",31765
"227","0047",5414,4,54956,"2022-03-29 03:55:58.986",2487
"228","0048",3439,3,54956,"2022-03-29 03:55:58.986",11682
"229","0001",32093,127,54960,"2022-03-29 04:58:41.131",22264
"230","0003",34350,103,54960,"2022-03-29 04:58:41.131",110316
"231","0004",5626,149,54960,"2022-03-29 04:58:41.131",27688
"232","0005",37858,69,54960,"2022-03-29 04:58:41.131",1094268
"233","0009",36957,193,54960,"2022-03-29 04:58:41.131",8407668
"234","000A",5212,4,54960,"2022-03-29 04:58:41.131",9074
"235","000C",4556,14,54960,"2022-03-29 04:58:41.131",19313
"236","0021",39120,673,54960,"2022-03-29 04:58:41.131",6060677
"237","0022",21953,72,54960,"2022-03-29 04:58:41.131",72155
"238","0023",25294,83,54960,"2022-03-29 04:58:41.131",2518
"239","0024",20668,72,54960,"2022-03-29 04:58:41.131",2660
"240","0025",26734,159,54960,"2022-03-29 04:58:41.131",19367
"241","0026",32171,106,54960,"2022-03-29 04:58:41.131",66745
"242","0027",38333,234,54960,"2022-03-29 04:58:41.131",1056924
"243","0028",22874,64,54960,"2022-03-29 04:58:41.131",63442
"244","0040",38927,223,54960,"2022-03-29 04:58:41.131",8499756
"245","0044",14862,11,54960,"2022-03-29 04:58:41.131",33452
"246","0047",5415,4,54960,"2022-03-29 04:58:41.131",2019
"247","0048",3455,3,54960,"2022-03-29 04:58:41.131",5172
"248","0001",32094,127,54964,"2022-03-29 06:00:34.173",21534
"249","0003",34351,103,54964,"2022-03-29 06:00:34.173",176113
"250","0004",5626,149,54964,"2022-03-29 06:00:34.173",49226
"251","0005",37859,69,54964,"2022-03-29 06:00:34.173",1316126
"252","0009",36958,193,54964,"2022-03-29 06:00:34.173",10289558
"253","000A",5212,4,54964,"2022-03-29 06:00:34.173",12847
"254","000C",4556,14,54964,"2022-03-29 06:00:34.173",18128
"255","0021",39122,673,54964,"2022-03-29 06:00:34.173",6176913
"256","0022",21954,72,54964,"2022-03-29 06:00:34.173",139250
"257","0023",25295,83,54964,"2022-03-29 06:00:34.173",12346
"258","0024",20669,72,54964,"2022-03-29 06:00:34.173",3638
"259","0025",26735,159,54964,"2022-03-29 06:00:34.173",13912
"260","0026",32172,106,54964,"2022-03-29 06:00:34.173",71661
"261","0027",38334,234,54964,"2022-03-29 06:00:34.173",752225
"262","0028",22875,64,54964,"2022-03-29 06:00:34.173",54178
"263","0040",38928,223,54964,"2022-03-29 06:00:34.173",8676520
"264","0044",14863,11,54964,"2022-03-29 06:00:34.173",40381
"265","0047",5415,4,54964,"2022-03-29 06:00:34.173",3428
"266","0048",3455,3,54964,"2022-03-29 06:00:34.173",10343
"267","0001",32095,127,54968,"2022-03-29 06:59:53.802",25759
"268","0003",34352,103,54968,"2022-03-29 06:59:53.802",136751
"269","0004",5626,149,54968,"2022-03-29 06:59:53.802",42142
"270","0005",37860,69,54968,"2022-03-29 06:59:53.802",1092718
"271","0009",36959,193,54968,"2022-03-29 06:59:53.802",9057668
"272","000A",5212,4,54968,"2022-03-29 06:59:53.802",6283
"273","000C",4556,14,54968,"2022-03-29 06:59:53.802",11580
"274","0021",39123,673,54968,"2022-03-29 06:59:53.802",5826652
"275","0022",21954,72,54968,"2022-03-29 06:59:53.802",158387
"276","0023",25296,83,54968,"2022-03-29 06:59:53.802",5940
"277","0024",20670,72,54968,"2022-03-29 06:59:53.802",4296
"278","0025",26736,159,54968,"2022-03-29 06:59:53.802",11140
"279","0026",32173,106,54968,"2022-03-29 06:59:53.802",78295
"280","0027",38335,234,54968,"2022-03-29 06:59:53.802",247596
"281","0028",22875,64,54968,"2022-03-29 06:59:53.802",46128
"282","0040",38929,223,54968,"2022-03-29 06:59:53.802",8177717
"283","0044",14864,11,54968,"2022-03-29 06:59:53.802",25150
"284","0047",5415,4,54968,"2022-03-29 06:59:53.802",4166
"285","0048",3455,3,54968,"2022-03-29 06:59:53.802",7801
"286","0001",32096,127,54972,"2022-03-29 08:01:54.263",23001
"287","0003",34353,103,54972,"2022-03-29 08:01:54.263",128993
"288","0004",5627,149,54972,"2022-03-29 08:01:54.263",42806
"289","0005",37861,69,54972,"2022-03-29 08:01:54.263",1221704
"290","0009",36960,193,54972,"2022-03-29 08:01:54.263",8437243
"291","000A",5212,4,54972,"2022-03-29 08:01:54.263",7566
"292","000C",4556,14,54972,"2022-03-29 08:01:54.263",14873
"293","0021",39124,673,54972,"2022-03-29 08:01:54.263",4684757
"294","0022",21955,72,54972,"2022-03-29 08:01:54.263",114504
"295","0023",25296,83,54972,"2022-03-29 08:01:54.263",6976
"296","0024",20671,72,54972,"2022-03-29 08:01:54.263",3401
"297","0025",26736,159,54972,"2022-03-29 08:01:54.263",16881
"298","0026",32174,106,54972,"2022-03-29 08:01:54.263",77246
"299","0027",38336,234,54972,"2022-03-29 08:01:54.263",231333
"300","0028",22876,64,54972,"2022-03-29 08:01:54.263",44427
"301","0040",38930,223,54972,"2022-03-29 08:01:54.263",7489021
"302","0044",14865,11,54972,"2022-03-29 08:01:54.263",47761
"303","0047",5416,4,54972,"2022-03-29 08:01:54.263",6053
"304","0048",3455,3,54972,"2022-03-29 08:01:54.263",9088
"305","0001",32125,127,54976,"2022-03-29 09:03:24.335",20926
"306","0003",34382,103,54976,"2022-03-29 09:03:24.335",101383
"307","0004",5655,149,54976,"2022-03-29 09:03:24.335",29700
"308","0005",37890,69,54976,"2022-03-29 09:03:24.335",870960
"309","0009",36989,193,54976,"2022-03-29 09:03:24.335",7248182
"310","000A",5212,4,54976,"2022-03-29 09:03:24.335",8721
"311","000C",4556,14,54976,"2022-03-29 09:03:24.335",17293
"312","0021",39153,673,54976,"2022-03-29 09:03:24.335",4933670
"313","0022",22057,72,54976,"2022-03-29 09:03:24.335",98043
"314","0023",25296,83,54976,"2022-03-29 09:03:24.335",4182
"315","0024",20699,72,54976,"2022-03-29 09:03:24.335",3626
"316","0025",26736,159,54976,"2022-03-29 09:03:24.335",19491
"317","0026",32202,106,54976,"2022-03-29 09:03:24.335",69341
"318","0027",38364,234,54976,"2022-03-29 09:03:24.335",238883
"319","0028",22904,64,54976,"2022-03-29 09:03:24.335",47109
"320","0040",38958,223,54976,"2022-03-29 09:03:24.335",6864683
"321","0044",14893,11,54976,"2022-03-29 09:03:24.335",13849
"322","0047",5444,4,54976,"2022-03-29 09:03:24.335",4769
"323","0048",3455,3,54976,"2022-03-29 09:03:24.335",8957
"324","0001",32127,127,54980,"2022-03-29 10:14:19.057",26042
"325","0003",34385,103,54980,"2022-03-29 10:14:19.057",80461
"326","0004",5655,149,54980,"2022-03-29 10:14:19.057",34763
"327","0005",37892,69,54980,"2022-03-29 10:14:19.057",791271
"328","0009",36991,193,54980,"2022-03-29 10:14:19.057",7984041
"329","000A",5212,4,54980,"2022-03-29 10:14:19.057",7678
"330","000C",4556,14,54980,"2022-03-29 10:14:19.057",12980
"331","0021",39155,673,54980,"2022-03-29 10:14:19.057",4773512
"332","0022",22058,72,54980,"2022-03-29 10:14:19.057",120046
"333","0023",25298,83,54980,"2022-03-29 10:14:19.057",4640
"334","0024",20700,72,54980,"2022-03-29 10:14:19.057",4804
"335","0025",26738,159,54980,"2022-03-29 10:14:19.057",14094
"336","0026",32204,106,54980,"2022-03-29 10:14:19.057",78058
"337","0027",38366,234,54980,"2022-03-29 10:14:19.057",259403
"338","0028",22905,64,54980,"2022-03-29 10:14:19.057",45765
"339","0040",38960,223,54980,"2022-03-29 10:14:19.057",7636068
"340","0044",14894,11,54980,"2022-03-29 10:14:19.057",31943
"341","0047",5444,4,54980,"2022-03-29 10:14:19.057",3007
"342","0048",3455,3,54980,"2022-03-29 10:14:19.057",6369
"343","0001",32127,127,54984,"2022-03-29 11:20:29.464",19929
"344","0003",34384,103,54984,"2022-03-29 11:20:29.464",83684
"345","0004",5655,149,54984,"2022-03-29 11:20:29.464",34998
"346","0005",37891,69,54984,"2022-03-29 11:20:29.464",877111
"347","0009",36990,193,54984,"2022-03-29 11:20:29.464",7530191
"348","000A",5212,4,54984,"2022-03-29 11:20:29.464",7366
"349","000C",4556,14,54984,"2022-03-29 11:20:29.464",28126
"350","0021",39155,673,54984,"2022-03-29 11:20:29.464",4778994
"351","0022",22057,72,54984,"2022-03-29 11:20:29.464",122480
"352","0023",25297,83,54984,"2022-03-29 11:20:29.464",13924
"353","0024",20699,72,54984,"2022-03-29 11:20:29.464",3175
"354","0025",26737,159,54984,"2022-03-29 11:20:29.464",17265
"355","0026",32203,106,54984,"2022-03-29 11:20:29.464",84225
"356","0027",38365,234,54984,"2022-03-29 11:20:29.464",301821
"357","0028",22904,64,54984,"2022-03-29 11:20:29.464",58696
"358","0040",38960,223,54984,"2022-03-29 11:20:29.464",8039338
"359","0044",14893,11,54984,"2022-03-29 11:20:29.464",32488
"360","0047",5444,4,54984,"2022-03-29 11:20:29.464",4476
"361","0048",3455,3,54984,"2022-03-29 11:20:29.464",6121
"362","0001",32127,127,54988,"2022-03-29 12:19:25.345",24543
"363","0003",34384,103,54988,"2022-03-29 12:19:25.345",101336
"364","0004",5655,149,54988,"2022-03-29 12:19:25.345",49534
"365","0005",37932,69,54988,"2022-03-29 12:19:25.345",740062
"366","0009",37031,193,54988,"2022-03-29 12:19:25.345",7327994
"367","000A",5212,4,54988,"2022-03-29 12:19:25.345",6466
"368","000C",4556,14,54988,"2022-03-29 12:19:25.345",35440
"369","0021",39155,673,54988,"2022-03-29 12:19:25.345",4442460
"370","0022",22057,72,54988,"2022-03-29 12:19:25.345",103009
"371","0023",25338,83,54988,"2022-03-29 12:19:25.345",6148
"372","0024",20740,72,54988,"2022-03-29 12:19:25.345",3536
"373","0025",26778,159,54988,"2022-03-29 12:19:25.345",20615
"374","0026",32244,106,54988,"2022-03-29 12:19:25.345",81370
"375","0027",38365,234,54988,"2022-03-29 12:19:25.345",288467
"376","0028",22904,64,54988,"2022-03-29 12:19:25.345",45931
"377","0040",38960,223,54988,"2022-03-29 12:19:25.345",6823820
"378","0044",14893,11,54988,"2022-03-29 12:19:25.345",16686
"379","0047",5444,4,54988,"2022-03-29 12:19:25.345",4037
"380","0048",3455,3,54988,"2022-03-29 12:19:25.345",9014
"381","0001",32146,127,54992,"2022-03-29 13:27:38.975",23853
"382","0003",34402,103,54992,"2022-03-29 13:27:38.975",112816
"383","0004",5673,149,54992,"2022-03-29 13:27:38.975",34274
"384","0005",37951,69,54992,"2022-03-29 13:27:38.975",649960
"385","0009",37049,193,54992,"2022-03-29 13:27:38.975",7432917
"386","000A",5212,4,54992,"2022-03-29 13:27:38.975",7704
"387","000C",4556,14,54992,"2022-03-29 13:27:38.975",22698
"388","0021",39174,673,54992,"2022-03-29 13:27:38.975",4468498
"389","0022",22075,72,54992,"2022-03-29 13:27:38.975",81913
"390","0023",25338,83,54992,"2022-03-29 13:27:38.975",7343
"391","0024",20758,72,54992,"2022-03-29 13:27:38.975",4187
"392","0025",26778,159,54992,"2022-03-29 13:27:38.975",14071
"393","0026",32262,106,54992,"2022-03-29 13:27:38.975",73423
"394","0027",38385,234,54992,"2022-03-29 13:27:38.975",246503
"395","0028",22922,64,54992,"2022-03-29 13:27:38.975",40187
"396","0040",38978,223,54992,"2022-03-29 13:27:38.975",7151574
"397","0044",14911,11,54992,"2022-03-29 13:27:38.975",17555
"398","0047",5462,4,54992,"2022-03-29 13:27:38.975",2718
"399","0048",3455,3,54992,"2022-03-29 13:27:38.975",6092
"400","0001",32139,127,54996,"2022-03-29 14:28:50.525",22932
"401","0003",34395,103,54996,"2022-03-29 14:28:50.525",107116
"402","0004",5673,149,54996,"2022-03-29 14:28:50.525",33603
"403","0005",37944,69,54996,"2022-03-29 14:28:50.525",697751
"404","0009",37042,193,54996,"2022-03-29 14:28:50.525",7692744
"405","000A",5212,4,54996,"2022-03-29 14:28:50.525",10255
"406","000C",4556,14,54996,"2022-03-29 14:28:50.525",21330
"407","0021",39167,673,54996,"2022-03-29 14:28:50.525",4712230
"408","0022",22122,72,54996,"2022-03-29 14:28:50.525",128743
"409","0023",25331,83,54996,"2022-03-29 14:28:50.525",9652
"410","0024",20759,72,54996,"2022-03-29 14:28:50.525",5722
"411","0025",26771,159,54996,"2022-03-29 14:28:50.525",14298
"412","0026",32255,106,54996,"2022-03-29 14:28:50.525",83703
"413","0027",38378,234,54996,"2022-03-29 14:28:50.525",267278
"414","0028",22923,64,54996,"2022-03-29 14:28:50.525",49630
"415","0040",38971,223,54996,"2022-03-29 14:28:50.525",7928470
"416","0044",14958,11,54996,"2022-03-29 14:28:50.525",40885
"417","0047",5462,4,54996,"2022-03-29 14:28:50.525",3049
"418","0048",3455,3,54996,"2022-03-29 14:28:50.525",8282
"419","0001",32162,127,55000,"2022-03-29 15:28:16.429",28164
